,Id_servicio,Id_catalogo,Id_prestador,Estado_servicio,Titulo_servicio,Informacion,Precio,Fecha_inicio,Fecha_cierre
103,100104,,,,"PLUMA DORADA CON CAMARA
Juárez","PLUMA DORADA CON CAMARA Pluma especial en color dorado para grabar audio y video, tomar fotos o grabar audio, se envía sin tarjeta de memoria, incluye cable, guía de funcionamient …",$450 ,11/21/2022 20:00,12/21/2022 20:00
104,100105,,,,"PANIFICADORA MODELO 1153.
Juárez","PANIFICADORA MODELO 1153.Panificadora eléctrica de uso domestico automatico marca tooastmast línea bread box modelo 1153 funciona, instrucciones impresas en ingles. 1626 Se …",$850 ,11/21/2022 20:00,12/21/2022 20:00
105,100106,,,,"BOMBILLA, FOCO 1600 LUMENS 4p
Juárez","FOCO 1600 LUMENS Foco, bombilla 20w de consumo, se puede usar con regulador de intensidad, luz blanca 1600 lumens de iluminacion (el doble que la mayoria de los focos comerciales), …",$240 ,11/21/2022 20:00,12/21/2022 20:00
106,100107,,,,"20 W FOCO 1600 LUMENS E27 10p
Juárez","Foco, bombilla 20w de consumo, se puede usar con regulador de intensidad, luz blanca 1600lumens de iluminacion (el doble que la mayoria de los focos comerciales), para uso dentro …",$500 ,11/21/2022 20:00,12/21/2022 20:00
107,100108,,,,"ALARMA KIDDE KN-COPE-IC
Juárez","ALARMA KIDDE KN-COPE-IC Alarma fotoelectrica que detecta humo y monoxido de carbono con mensajes de voz, requiere bateria de 9v para respaldo, se conecta a linea de 120vac, …",$450 ,11/21/2022 20:00,12/21/2022 20:00
108,100109,,,,"UNIDEN ATLANTIS 2 VIAS RADIO
Juárez","UNIDEN ATLANTIS 2 VIAS RADIO Radio escáner de uso marítimo o costero, con frecuencia de estados unidos, Canada e internacional, trasmite en caso de emergencia o solo escucha desde …","$1,900 ",11/21/2022 20:00,12/21/2022 20:00
109,100110,,,,"ELECTRONICA 100 PZ JUEGO
Juárez","ELECTRONICA 100 PZ JUEGO kit para aprender y practicar la electronica, juego completo con material impreso, partes electronicas. Funciona usado completo 1610 Por favor tome en …",$200 ,11/21/2022 20:00,12/21/2022 20:00
110,100111,,,,"ROCIADORES HUNTER I 25
Juárez","ROCIADORES HUNTER I 25 Paquete de 6 rociadores para jardin marca hunter mod 1 25, entrada de 1/2 pulgada, ajustable …",$250 ,11/21/2022 20:00,12/21/2022 20:00
111,100112,,,,"TERMOSTATO LUX PSP511L
Juárez","TERMOSTATO LUX PSP511L Termostato programable para la regulación de la temperatura y ventilación, usado funciona. 3187 1247 Por favor tome en cuenta que las fotografías son …",$200 ,11/21/2022 20:00,12/21/2022 20:00
112,100113,,,,"ALARMA QUORUM PAAL 11
Juárez",ALARMA QUORUM PAAL 11 alarma portatil para usarse en la cintura produce 120 db de sonido molesto 1545 Por favor tome en cuenta que las fotografías son auxiliares del producto …,$300 ,11/21/2022 20:00,12/21/2022 20:00
113,100114,,,,"RESMED AUTOSET SPIRIT CPAP.
Juárez","RESMED AUTOSET SPIRIT CPAP. Aparato electrónico de 120v funcionando, usado, en buen estado auxiliar respiratorio y del sueño, sin manual de usuario impreso, incluye cable para …","$4,500 ",11/21/2022 20:00,12/21/2022 20:00
114,100115,,,,"ROYAL SC8 TRITURADORA PAPEL
Juárez","ROYAL SC8 TRITURADORA PAPEL Trituradora eléctrica para papel, en color negro, corte en dos sentidos además de espacio para cortar tarjetas de presentación, usada, funciona, 1782 …",$300 ,11/21/2022 20:00,12/21/2022 20:00
115,100116,,,,"IROBOT BRAAVA JET 245
Juárez","IROBOT BRAAVA JET 245 Trapeador mapeador electronico para limpieza de pisos de manera robotizada, poco peso, silenciosa, falta cargador electrico. 1787 Por favor tome en cuenta …","$1,900 ",11/21/2022 20:00,12/21/2022 20:00
116,100117,,,,"PUNTA NASALES P OXIGENO
Juárez","Por favor tome en cuenta que las fotografías son auxiliares del producto publicadoLinea de plastico con puntas nasales y conexión para tanque de oxigeno, nueva, sin abrir, 7 pies …",$70 ,11/21/2022 20:00,12/21/2022 20:00
117,100118,,,,"CUADRO SILICONA 6.5 PULG.
Juárez","CUADRO SILICONA 6.5 PULG. Base cuadrada de silicona en color anaranjada, infinidad de usos,medida de 6.5 pulgadas, nueva precio por pieza Por favor tome en cuenta que las …",$35 ,11/21/2022 20:00,12/21/2022 20:00
118,100119,,,,"TAPON, CONO PARA RIEGO CON BOTELLA
Juárez","TAPON, CONO PARA RIEGO CON BOTELLA Tapon, cono para riego con botella, paquete con 10 piezas 2 modelos diferentes, nuevos, sin usar, riego automatico 1817 Por favor tome en cuenta …",$300 ,11/21/2022 20:00,12/21/2022 20:00
119,100120,,,,"fertilizante de pescado alaska
Juárez","fertilizante liquido con capacidad de 900 ml usado solo una vez para muestra, ideal para cultivos en agua circulando. Por favor tome en cuenta que las fotografías son auxiliares …",$500 ,11/21/2022 20:00,12/21/2022 20:00
